flight_1_from,flight_1_to,Flight_1_time,flight_1_price,flight_2_from,flight_2_to,Flight_2_time,flight_2_price
SMR,PEI,01:53:51,1385.34,PEI,CUC,21:22:23,481.30
CLO,BGA,11:28:57,1453.79,EJA,BOG,18:46:54,1233.16
SMR,CTG,21:02:48,317.20,CUC,EJA,15:04:15,1359.98
LET,CUC,23:54:23,787.84,AUC,BAQ,23:49:49,1442.28
MDE,UIB,08:26:11,496.59,ADZ,CTG,22:34:06,369.80
ADZ,CLO,16:03:42,1004.38,MTR,CLO,23:10:23,1022.69
AUC,MDE,07:24:06,1447.20,BGA,BOG,02:19:00,673.67
PEI,UIB,12:22:16,523.43,LET,BAQ,22:04:51,1382.65
UIB,EJA,01:18:32,718.70,MTR,LET,09:01:23,1039.69
MDE,LET,11:28:12,642.82,BAQ,MDE,11:56:46,1445.56
EJA,BAQ,03:16:18,1295.63,SMR,EJA,18:12:06,381.60
LET,MDE,11:26:32,377.28,SMR,AUC,05:06:33,1130.11
AUC,BGA,05:13:17,455.61,BGA,BOG,02:38:04,1339.60
EJA,LET,02:26:19,1098.04,PEI,BGA,01:08:28,729.02
LET,SMR,04:07:04,455.76,UIB,CTG,14:29:01,1076.20
EJA,CLO,17:48:11,1212.50,AUC,BOG,23:31:29,1409.60
BAQ,LET,04:04:35,939.69,AUC,EJA,00:26:20,326.46
BGA,MDE,16:28:38,1009.91,CTG,MTR,02:47:02,506.02
LET,LET,02:30:28,940.03,AUC,PEI,00:24:43,597.79
LET,EJA,06:41:11,1013.17,SMR,CUC,07:26:21,1006.68
CUC,EJA,08:40:52,462.85,CLO,AUC,00:27:05,894.96
MTR,EJA,03:05:57,539.42,CLO,BOG,21:46:25,1414.85
ADZ,MTR,20:51:15,943.43,PEI,PEI,04:22:39,386.57
BOG,BAQ,20:02:14,330.43,PEI,PEI,09:36:13,349.82
AUC,UIB,07:58:47,306.49,SMR,PEI,03:07:06,1288.49
UIB,EJA,12:05:36,1160.31,BGA,ADZ,10:10:00,1221.32
BGA,EJA,06:21:54,649.97,AUC,UIB,11:13:29,1062.55
MTR,CLO,04:43:50,507.28,CUC,AUC,19:28:59,559.93
LET,MDE,10:32:19,377.78,MTR,CLO,02:47:31,333.91
CTG,SMR,01:53:37,355.29,BGA,SMR,11:21:34,406.35
MTR,BOG,07:34:22,1111.29,CTG,CUC,12:39:57,529.29
MDE,LET,23:16:57,1086.01,CTG,CUC,10:25:02,914.54
BGA,SMR,17:18:10,532.44,BOG,BAQ,19:15:57,493.47
AUC,CUC,19:40:21,633.21,AUC,BGA,22:58:45,708.22
BGA,CTG,05:41:33,751.55,AUC,BAQ,15:11:13,1231.34
BAQ,PEI,21:17:06,891.28,BAQ,BOG,09:00:04,339.80
CTG,LET,09:48:34,497.37,MDE,AUC,11:46:11,1339.05
BGA,ADZ,01:47:20,1196.07,BAQ,BOG,02:41:49,343.46
SMR,BAQ,20:38:57,1474.58,EJA,MTR,09:00:41,1067.17
PEI,AUC,14:09:09,1491.02,BGA,UIB,13:29:07,456.97
SMR,BOG,17:59:12,838.46,MTR,EJA,12:09:43,989.24
MDE,CLO,20:28:53,1482.76,CUC,AUC,11:43:51,1407.03
BAQ,MDE,10:53:21,721.50,BAQ,LET,19:30:32,602.59
EJA,ADZ,11:00:16,373.07,MTR,UIB,22:49:30,637.84
ADZ,BOG,23:34:35,1495.02,EJA,CLO,04:42:41,850.22
CLO,BGA,19:28:56,918.59,BGA,CLO,22:42:52,929.22
MDE,SMR,03:22:58,702.46,SMR,UIB,20:15:37,1489.42
CLO,EJA,13:50:56,598.91,CTG,PEI,19:43:50,1427.57
BGA,EJA,11:38:04,1122.80,BOG,AUC,04:44:36,1230.13
CUC,EJA,13:54:55,542.49,UIB,MTR,13:23:06,333.61
PEI,MDE,09:09:09,947.86,BAQ,CUC,19:42:31,878.68
CUC,MTR,08:26:40,882.64,EJA,LET,14:27:05,1025.11
SMR,CTG,15:44:32,1018.43,EJA,MDE,02:36:12,718.27
BAQ,BOG,07:52:04,1047.41,CTG,LET,05:52:54,625.44
LET,MDE,18:42:36,568.43,AUC,BAQ,08:30:16,603.22
BOG,AUC,17:47:43,1270.36,EJA,BGA,23:14:53,1434.71
BAQ,AUC,08:09:51,1429.76,BOG,UIB,20:04:50,1431.12
BGA,BOG,00:26:45,1425.18,BAQ,CUC,06:15:43,1013.79
UIB,MTR,13:06:18,962.00,EJA,BGA,20:54:47,963.50
EJA,CTG,20:46:48,888.12,CUC,EJA,22:46:23,409.80
BAQ,BOG,08:19:01,659.78,CTG,MDE,16:38:12,751.24
BAQ,MTR,12:28:21,1222.92,MTR,AUC,03:54:17,509.37
MTR,LET,14:30:59,449.84,MTR,ADZ,02:02:20,765.56
CUC,MDE,10:41:24,658.31,BAQ,BOG,23:36:40,427.29
AUC,CTG,21:08:28,1063.50,LET,CUC,01:07:29,999.35
CLO,PEI,09:21:02,1139.80,BAQ,BAQ,02:56:15,1080.72
CLO,AUC,02:53:06,1428.93,CTG,CTG,04:52:56,1220.53
EJA,MDE,21:20:51,1150.53,AUC,PEI,23:13:20,904.28
BAQ,LET,11:17:52,650.85,CUC,AUC,08:12:29,876.94
BAQ,ADZ,18:49:35,1314.33,PEI,CUC,09:54:20,532.80
SMR,CTG,06:34:38,1399.25,MDE,BGA,20:46:17,523.88
BGA,BGA,19:34:55,1011.98,LET,AUC,10:47:55,701.67
UIB,LET,22:04:47,664.63,EJA,BGA,05:05:21,1465.29
ADZ,AUC,04:09:01,680.83,CTG,MDE,13:06:41,791.41
MDE,PEI,17:06:11,1076.67,CLO,BAQ,08:43:34,1280.84
MTR,AUC,15:44:57,700.34,BOG,AUC,18:11:38,338.90
AUC,BOG,19:49:21,1097.82,SMR,BAQ,02:18:27,1300.31
UIB,AUC,18:48:07,1000.97,SMR,BOG,10:09:48,1158.17
AUC,AUC,10:10:34,1138.89,LET,BAQ,08:18:49,1177.77
CUC,EJA,12:40:15,1225.48,CLO,BGA,17:12:46,1327.68
EJA,CLO,00:09:17,1308.30,AUC,PEI,16:55:14,575.98
ADZ,CUC,02:03:55,942.33,MTR,UIB,16:47:17,496.30
CUC,PEI,06:18:37,899.01,CLO,BOG,03:49:43,1108.73
PEI,MDE,11:46:19,591.95,EJA,MDE,21:13:39,1231.20
PEI,EJA,01:50:12,1439.64,PEI,SMR,18:23:35,681.16
BGA,CTG,02:06:33,685.32,BAQ,EJA,22:46:51,1422.25
BGA,CLO,00:13:18,774.51,CTG,BGA,13:45:58,353.03
BOG,PEI,12:13:05,536.80,AUC,CLO,22:29:03,475.19
CLO,AUC,07:33:20,1439.58,BGA,CTG,05:36:27,998.23
EJA,SMR,02:47:29,757.15,ADZ,EJA,13:07:55,1318.45
EJA,CUC,03:58:49,647.44,BAQ,AUC,05:58:42,916.63
BAQ,BOG,11:21:09,734.86,MTR,BAQ,04:38:46,1345.68
SMR,EJA,12:17:38,822.21,CTG,BAQ,06:02:47,606.18
PEI,CTG,00:39:07,776.15,CTG,CTG,05:08:14,1019.87
BGA,BGA,12:31:57,957.30,ADZ,PEI,07:42:23,1335.87
CLO,EJA,13:00:57,1413.27,BGA,SMR,01:39:14,510.74
SMR,ADZ,11:02:22,462.63,EJA,UIB,12:52:03,1144.71
CLO,ADZ,16:05:41,1470.02,SMR,CTG,06:00:11,1263.52
CUC,CUC,06:03:02,1463.66,LET,BAQ,02:15:20,1305.92
AUC,MTR,20:13:25,592.18,CUC,PEI,19:19:24,766.37
BAQ,EJA,19:29:58,505.14,PEI,PEI,20:43:21,1102.08
CUC,BAQ,12:09:50,1385.84,UIB,PEI,18:06:48,683.41
CTG,BAQ,12:46:39,1432.75,BOG,UIB,14:21:45,1105.83
SMR,SMR,10:50:36,759.58,EJA,BGA,08:49:34,1368.26
PEI,CTG,15:12:12,887.73,BAQ,EJA,16:41:22,521.60
MTR,PEI,23:34:19,1348.98,EJA,CTG,12:37:19,398.11
UIB,LET,07:34:04,781.66,EJA,EJA,01:03:46,825.00
UIB,BGA,09:16:22,561.40,BOG,AUC,03:46:55,700.86
LET,UIB,22:59:55,985.78,SMR,UIB,13:21:54,1399.73
SMR,SMR,04:20:10,649.35,PEI,BOG,19:09:36,871.50
SMR,PEI,01:39:55,399.57,BOG,PEI,01:39:32,555.82
LET,MDE,14:07:37,935.48,CTG,EJA,03:12:21,1156.04
CUC,ADZ,09:19:40,1163.52,LET,CLO,14:23:38,1167.00
SMR,BGA,15:10:17,737.81,SMR,AUC,07:57:23,779.36
CUC,UIB,13:16:31,1304.16,SMR,EJA,07:42:22,1474.14
UIB,UIB,00:02:46,515.92,LET,PEI,03:17:39,714.59
BAQ,CUC,15:17:25,978.55,SMR,SMR,22:26:38,1464.66
EJA,SMR,06:07:27,1364.21,LET,LET,08:52:37,1467.14
UIB,LET,21:15:31,1438.67,AUC,BOG,12:32:48,568.85
UIB,CLO,08:30:39,436.70,BOG,LET,19:04:26,1251.22
BGA,CLO,21:56:44,823.87,EJA,BGA,06:20:17,366.20
CTG,UIB,16:58:06,476.90,MTR,CLO,03:42:17,975.49
MTR,BOG,03:36:43,602.85,CUC,CLO,14:46:13,447.51
PEI,LET,07:49:39,948.62,MTR,SMR,09:53:00,791.02
CTG,BAQ,01:51:02,1412.83,MTR,EJA,19:41:08,575.20
AUC,LET,10:01:35,1230.58,LET,PEI,08:29:03,1109.93
BGA,SMR,00:16:24,1052.79,SMR,LET,12:53:37,1477.22
BAQ,BAQ,03:24:50,1091.91,CTG,CTG,02:00:37,917.54
CLO,EJA,07:14:33,649.07,UIB,UIB,14:16:28,1379.51
ADZ,CUC,07:18:57,787.35,LET,AUC,07:27:08,1336.24
CUC,LET,01:06:48,444.41,AUC,SMR,00:05:47,1156.70
BOG,BOG,21:18:17,368.21,UIB,SMR,20:44:36,1000.73
UIB,CLO,12:43:05,1034.62,AUC,MDE,21:59:37,678.69
SMR,LET,23:36:46,462.55,CLO,UIB,00:25:50,1425.42
MDE,LET,05:29:17,846.64,ADZ,BAQ,18:03:13,813.68
BGA,MDE,00:48:48,1100.02,CLO,BAQ,06:15:49,523.58
UIB,UIB,06:18:54,323.40,PEI,MTR,10:19:47,1315.58
CUC,PEI,10:47:20,329.22,EJA,CLO,05:06:48,990.17
PEI,LET,07:23:32,965.80,BOG,ADZ,18:50:26,994.33
BAQ,AUC,18:48:08,1262.08,SMR,CUC,09:05:23,1270.50
ADZ,BGA,12:56:14,541.73,PEI,ADZ,13:36:45,699.03
MTR,BGA,10:20:46,338.62,CTG,BGA,02:09:48,1383.84
CTG,ADZ,11:24:12,1096.65,EJA,ADZ,12:28:05,810.53
PEI,SMR,15:50:35,708.97,BOG,CLO,18:13:43,627.02
MTR,BGA,08:06:46,1209.25,CUC,PEI,09:47:09,644.94
UIB,LET,16:12:33,1265.47,EJA,CTG,19:10:44,958.92
MDE,UIB,22:34:45,1017.51,LET,EJA,18:29:20,1426.04
BGA,UIB,19:47:34,724.02,BAQ,EJA,22:06:38,405.08
MTR,MDE,19:01:23,1116.61,LET,CTG,15:19:57,999.29
CLO,EJA,20:07:11,1250.76,LET,CTG,20:10:23,383.01
CUC,MTR,05:13:57,1004.77,LET,PEI,09:11:59,848.70
EJA,MDE,03:16:35,1441.03,ADZ,LET,22:57:59,1289.18
LET,SMR,10:43:30,1043.34,PEI,BOG,17:17:54,1200.72
CTG,MDE,16:23:33,1025.57,MTR,BGA,19:35:52,1196.15
EJA,CLO,20:39:44,1270.04,UIB,BGA,16:57:52,1420.88
BOG,UIB,07:23:55,837.72,BAQ,MTR,03:48:05,1256.74
PEI,LET,00:52:48,1449.59,MDE,MTR,12:13:43,1043.05
CTG,BOG,13:32:54,837.85,BOG,MTR,03:50:30,452.05
SMR,MTR,09:16:36,1265.44,CLO,SMR,14:17:02,820.73
ADZ,BGA,06:26:04,313.35,AUC,CUC,01:16:03,1227.74
LET,SMR,15:20:51,1332.02,MTR,AUC,22:26:56,1311.08
MTR,BGA,20:28:56,1058.91,BGA,BOG,12:56:13,448.60
UIB,PEI,19:43:09,1310.37,MDE,CLO,10:21:52,613.72
ADZ,MTR,19:55:18,1109.92,UIB,CLO,08:55:51,1072.69
CLO,MTR,13:08:40,812.48,SMR,CTG,18:04:42,1358.84
SMR,ADZ,01:46:38,334.92,BOG,MTR,15:53:02,1114.82
BGA,SMR,11:41:55,1300.21,PEI,EJA,17:27:43,1051.42
UIB,PEI,20:02:37,881.15,CLO,MDE,18:23:29,790.37
CTG,AUC,10:54:07,1265.72,SMR,MDE,09:18:36,916.32
UIB,BAQ,09:26:20,1277.66,BGA,SMR,09:59:00,1121.57
MTR,MDE,10:58:37,556.04,EJA,AUC,02:12:02,938.39
BGA,MTR,01:06:35,677.98,ADZ,LET,14:15:06,1189.07
SMR,MTR,08:19:22,306.26,PEI,CLO,18:24:52,605.09
BOG,ADZ,10:52:59,1462.16,PEI,BGA,06:51:31,843.02
ADZ,AUC,05:47:41,510.81,BGA,CLO,10:44:24,527.41
PEI,MDE,16:44:46,833.09,CUC,CLO,16:27:25,1231.43
BAQ,MTR,07:22:21,1086.05,MDE,LET,07:04:01,674.84
CTG,MDE,01:00:36,1254.16,CTG,BGA,06:11:36,572.43
BAQ,CTG,09:05:01,576.42,UIB,BAQ,03:05:46,1092.50
MTR,PEI,14:06:51,427.28,SMR,EJA,14:52:57,349.30
BAQ,BGA,19:25:06,857.41,BGA,SMR,17:11:44,831.94
PEI,BAQ,05:41:47,925.18,CUC,BOG,04:29:16,310.32
BOG,ADZ,05:19:34,345.41,MDE,MTR,20:03:27,1267.81
LET,PEI,09:10:06,418.93,PEI,CLO,16:26:22,543.59
CTG,MTR,16:32:02,1163.69,SMR,PEI,17:22:32,1444.03
CUC,PEI,14:48:30,575.87,BGA,LET,08:30:51,606.80
LET,PEI,14:35:49,408.57,UIB,LET,11:27:24,1495.12
EJA,BGA,14:57:54,447.46,MTR,CUC,14:24:27,769.78
MTR,CUC,22:28:35,903.46,LET,SMR,11:00:40,1362.98
UIB,SMR,15:02:48,791.45,LET,CUC,12:12:36,595.16
AUC,LET,21:41:27,741.35,MDE,BOG,17:20:18,1293.30
CTG,UIB,23:39:56,1088.94,BAQ,CTG,09:52:59,1328.31
UIB,CLO,01:05:40,559.82,UIB,CTG,21:54:02,561.57
BGA,BGA,16:53:06,412.13,AUC,ADZ,17:42:14,1104.58
CTG,BAQ,04:54:39,851.88,BAQ,MTR,13:23:30,355.73
MDE,UIB,23:12:51,415.31,CLO,CTG,00:59:03,509.83
BOG,UIB,21:28:51,805.22,CLO,PEI,08:32:37,1263.76
LET,EJA,13:18:31,541.88,CTG,UIB,11:38:47,508.09
EJA,MDE,23:14:10,854.53,CTG,BAQ,05:12:17,740.37
PEI,AUC,15:29:44,616.24,EJA,EJA,00:25:16,714.70
CTG,MDE,21:37:25,1365.31,BOG,CLO,07:29:00,1271.30
UIB,BAQ,19:27:45,765.57,CLO,CUC,09:42:45,800.76
AUC,CUC,16:02:32,1232.14,MTR,BAQ,20:16:48,588.46
SMR,BGA,03:58:35,1105.37,BOG,EJA,09:11:19,1150.48
ADZ,AUC,05:48:10,493.89,UIB,BOG,11:54:32,1404.29
SMR,PEI,11:17:53,1106.29,MTR,LET,10:17:31,370.94
UIB,CUC,07:34:06,1154.77,CTG,CLO,07:21:15,1015.29
LET,CUC,19:17:39,1429.75,CTG,BOG,15:30:19,943.77
UIB,EJA,13:06:18,1119.08,CTG,CUC,06:09:46,780.56
BGA,SMR,02:59:16,716.53,BOG,CTG,19:14:19,399.01
BGA,BGA,10:48:56,739.99,PEI,PEI,10:43:28,1384.08
EJA,LET,13:30:40,1056.96,PEI,MDE,19:53:09,325.67
BGA,LET,18:16:21,744.75,LET,EJA,18:19:49,1138.08
MTR,CTG,16:05:31,1067.56,ADZ,BGA,05:09:29,873.48
ADZ,CUC,13:31:42,1180.03,CTG,PEI,05:51:58,343.86
MDE,BOG,16:33:08,767.29,LET,BAQ,08:59:40,456.06
AUC,LET,08:08:29,482.80,PEI,MDE,15:36:53,1396.08
UIB,CTG,12:20:34,900.03,BAQ,MDE,11:34:46,899.43
EJA,PEI,05:50:53,1046.22,SMR,BOG,21:16:54,528.21
MDE,BOG,18:20:16,1169.67,BGA,LET,19:15:53,409.40
AUC,LET,16:35:22,1448.07,MDE,BGA,01:53:34,996.26
SMR,LET,04:32:21,981.99,BOG,MDE,02:25:59,584.97
CUC,AUC,03:55:04,1107.61,ADZ,PEI,18:34:03,1023.61
MTR,SMR,11:48:03,1450.53,SMR,CLO,07:16:48,1280.04
CUC,SMR,04:45:31,603.12,CUC,EJA,22:26:59,860.53
UIB,CTG,04:05:30,1093.26,CLO,ADZ,02:44:39,903.88
EJA,SMR,02:10:23,1083.41,BAQ,CLO,08:59:33,1312.81
MDE,SMR,19:40:57,1026.77,UIB,SMR,01:22:24,1191.30
CTG,SMR,06:32:34,1398.74,ADZ,PEI,08:45:03,465.33
BGA,CTG,00:31:22,850.08,MDE,SMR,16:58:09,1202.49
MDE,MTR,08:32:55,1374.19,CTG,UIB,07:59:04,1048.39
CUC,BAQ,23:54:02,1452.53,CLO,CUC,04:09:45,462.90
ADZ,ADZ,09:29:53,760.25,AUC,ADZ,20:37:34,1136.18
LET,ADZ,01:31:53,932.62,BGA,CTG,18:37:00,453.37
MDE,CLO,14:28:09,937.02,SMR,PEI,11:14:17,1209.35
SMR,AUC,05:33:31,1327.98,CTG,MTR,10:21:38,361.44
UIB,UIB,08:01:21,1132.47,CTG,EJA,05:29:25,570.37
AUC,CTG,02:30:17,428.28,AUC,ADZ,16:04:30,804.16
CLO,UIB,11:34:34,1469.99,LET,AUC,08:08:06,380.35
CLO,ADZ,20:04:30,1099.51,UIB,CLO,19:25:04,1497.62
CLO,CLO,17:23:12,324.28,AUC,MTR,16:20:56,1393.81
MTR,CLO,11:46:13,865.18,UIB,CLO,05:04:54,1124.82
EJA,PEI,14:43:18,1462.36,CLO,MTR,03:12:31,1036.89
LET,CUC,08:30:59,591.69,BOG,CLO,12:36:27,602.83
LET,EJA,17:47:19,632.07,BAQ,CTG,05:25:51,437.07
UIB,BGA,15:50:13,1196.58,CLO,CLO,19:22:42,1458.07
ADZ,BAQ,14:54:52,374.43,CLO,BGA,17:16:11,592.52
MTR,PEI,19:53:32,950.88,MDE,PEI,21:32:40,1080.74
EJA,AUC,14:14:22,1353.77,ADZ,MTR,11:25:09,1447.25
ADZ,MDE,14:10:20,901.49,PEI,BGA,19:29:57,407.17
MTR,AUC,07:49:43,508.45,LET,SMR,00:53:47,1181.48
ADZ,BOG,18:08:49,771.59,MTR,SMR,11:00:21,345.20
MTR,SMR,16:18:52,912.46,MDE,MTR,05:38:37,989.14
BAQ,AUC,14:21:53,1256.22,CUC,BGA,00:22:04,1068.13
CLO,MTR,13:01:35,825.32,UIB,EJA,09:35:49,440.70
MDE,CLO,08:44:37,493.95,ADZ,SMR,13:44:39,1107.80
BAQ,SMR,12:41:35,871.87,SMR,AUC,18:31:30,1230.83
ADZ,AUC,12:38:09,969.77,CTG,CUC,05:55:00,1064.30
LET,MDE,13:40:03,435.18,AUC,CTG,19:30:34,1355.88
ADZ,AUC,13:21:24,685.48,BAQ,UIB,23:17:15,1257.72
EJA,PEI,03:23:08,682.53,BGA,SMR,10:10:20,1190.31
PEI,CTG,09:00:33,491.66,LET,UIB,17:16:49,730.75
MTR,LET,20:45:34,973.30,BAQ,AUC,10:58:48,1417.03
AUC,CUC,00:28:44,456.10,EJA,UIB,11:14:59,1100.40
EJA,BGA,11:40:03,1443.38,MDE,CUC,04:02:10,786.74
PEI,UIB,09:18:59,679.46,CLO,BGA,13:19:17,635.39
BOG,AUC,18:50:08,569.03,SMR,MDE,03:25:32,896.89
MTR,CLO,11:24:08,1314.52,AUC,LET,09:31:25,1227.58
SMR,SMR,11:28:04,392.39,LET,BOG,11:00:38,1093.88
MDE,MDE,17:25:19,990.30,ADZ,AUC,04:04:15,1004.74
CUC,PEI,04:07:49,630.16,MTR,BGA,13:20:06,1352.50
PEI,UIB,12:33:08,1448.95,PEI,BGA,00:31:40,1197.29
BOG,BOG,02:25:00,1114.64,AUC,EJA,17:15:33,1395.22
CLO,EJA,10:23:03,795.08,SMR,BOG,19:00:57,353.56
UIB,EJA,16:45:20,345.40,BGA,ADZ,06:24:33,907.43
BOG,CUC,05:01:55,883.05,MDE,MDE,12:09:22,1265.12
CTG,PEI,19:34:27,1206.28,BGA,CTG,21:02:25,1050.97
UIB,BGA,09:16:04,424.84,BGA,AUC,11:09:54,426.22
CTG,EJA,02:01:23,944.30,BOG,LET,02:27:51,1008.64
CUC,ADZ,16:19:29,663.35,CLO,PEI,03:26:46,1065.25
CUC,BAQ,13:18:12,1155.61,CLO,MTR,14:58:20,1410.93
CLO,EJA,12:34:31,445.61,LET,MDE,09:37:14,659.70
PEI,LET,17:03:42,1265.21,BOG,ADZ,17:39:20,922.79
CUC,PEI,13:34:49,894.26,ADZ,SMR,00:19:15,1317.50
MTR,CLO,02:19:22,1268.41,BGA,EJA,23:55:29,628.23
BOG,CUC,23:13:18,1147.03,MTR,ADZ,00:43:34,583.00
UIB,BGA,19:57:13,1142.58,SMR,CLO,07:59:38,793.80
PEI,BAQ,06:53:20,522.42,CLO,SMR,04:44:25,822.34
AUC,ADZ,15:57:34,1409.37,SMR,AUC,09:31:09,389.64
PEI,BGA,14:45:37,433.86,CLO,MDE,11:15:20,1488.71
BOG,LET,22:39:05,1333.34,SMR,BOG,11:34:55,1207.52
CLO,SMR,19:51:44,1162.49,CLO,MTR,20:11:07,979.01
LET,SMR,10:59:21,1449.71,CUC,EJA,19:07:11,733.00
LET,MDE,23:09:06,1159.43,LET,ADZ,05:59:51,970.83
MTR,PEI,07:35:28,653.94,ADZ,ADZ,14:22:51,756.46
AUC,CTG,03:14:22,1419.68,BOG,BGA,02:06:50,1133.79
BAQ,MTR,18:38:35,1165.46,BAQ,PEI,05:39:32,425.75
MDE,UIB,07:13:56,693.61,BOG,BAQ,06:21:11,1178.18
BAQ,EJA,11:57:29,993.40,BAQ,PEI,14:06:18,1246.10
BOG,BOG,08:45:54,930.94,CUC,CUC,14:35:30,1200.02
SMR,AUC,12:45:22,399.68,ADZ,CTG,22:09:01,1121.89
UIB,AUC,18:14:50,720.79,PEI,PEI,08:50:41,1314.07
MTR,UIB,03:27:08,593.45,MTR,MDE,03:35:42,994.95
CUC,EJA,15:10:28,733.19,UIB,AUC,07:03:54,922.40
LET,PEI,11:46:00,899.92,MDE,LET,05:55:32,680.13
UIB,CTG,23:31:22,340.06,MTR,BOG,03:41:28,1089.69
BOG,BAQ,05:27:51,853.43,MTR,CTG,20:15:14,1192.87
CTG,BOG,21:39:35,1374.60,MTR,UIB,14:01:34,1356.56
LET,MDE,21:26:46,1197.81,SMR,UIB,00:42:50,1375.67
PEI,BGA,04:38:43,478.42,ADZ,UIB,08:15:41,1031.27
CLO,CUC,18:32:33,1183.07,AUC,BAQ,14:50:09,986.19
MDE,BOG,06:57:57,1402.62,PEI,BGA,02:24:20,1163.47
AUC,MDE,07:51:24,1055.27,BGA,CUC,06:29:45,770.37
MDE,MTR,12:38:49,489.59,CUC,PEI,21:19:04,611.98
MDE,AUC,13:18:06,1314.98,UIB,CUC,07:38:47,599.11
CTG,CTG,18:19:51,521.22,EJA,BAQ,00:03:40,445.15
CLO,EJA,16:28:19,882.75,CTG,BGA,16:24:15,427.18
BOG,CLO,18:09:06,1039.93,MTR,AUC,02:47:39,528.98
MTR,EJA,14:01:07,835.53,BAQ,BOG,10:05:59,1168.32
PEI,MTR,17:56:56,1059.14,BOG,BGA,06:29:07,521.93
AUC,ADZ,11:43:58,719.73,CUC,UIB,13:09:26,1005.76
AUC,PEI,16:56:46,1306.19,CTG,EJA,03:21:30,551.76
BGA,BAQ,23:23:28,418.10,CLO,UIB,08:40:30,462.42
CLO,MDE,16:28:29,752.90,UIB,PEI,04:25:28,767.71
BOG,MDE,17:13:26,1309.38,BGA,AUC,06:33:22,875.14
PEI,EJA,18:36:37,1049.00,BGA,MTR,13:42:17,662.92
MTR,EJA,00:58:57,449.59,AUC,UIB,20:53:31,506.09
LET,LET,12:42:01,820.43,CTG,BAQ,01:17:49,1491.43
ADZ,PEI,17:15:33,330.11,ADZ,BAQ,14:16:50,1333.51
EJA,BGA,15:38:28,662.86,CTG,UIB,16:46:54,1256.72
MTR,BGA,22:51:13,1460.27,ADZ,BAQ,04:39:19,932.56
BGA,MDE,13:32:17,872.64,LET,ADZ,16:04:14,1120.87
EJA,CTG,15:31:22,847.13,ADZ,LET,23:30:54,820.98
AUC,BGA,03:33:33,1496.59,SMR,ADZ,00:50:57,714.61
BAQ,PEI,07:35:30,1141.55,CTG,ADZ,03:56:15,334.38
MTR,EJA,10:47:39,496.10,BGA,BOG,16:05:04,1235.02
BOG,CLO,12:41:37,1484.70,BGA,CTG,11:00:06,1020.47
MTR,BAQ,15:48:35,1258.19,BGA,BGA,03:49:28,1248.04
ADZ,LET,11:24:58,1449.73,CUC,EJA,02:10:12,747.06
EJA,ADZ,05:06:40,1355.20,CUC,MDE,10:24:35,610.26
EJA,CUC,14:01:30,638.55,CTG,MTR,17:34:44,651.10
SMR,MDE,07:12:15,904.07,MTR,UIB,08:01:06,381.51
MDE,SMR,04:43:48,1173.41,CLO,MTR,17:26:43,595.52
PEI,ADZ,14:12:28,1205.48,BGA,AUC,11:50:47,399.64
BAQ,CLO,00:40:24,755.41,SMR,LET,17:51:39,588.86
CTG,ADZ,10:54:21,538.36,BOG,CLO,05:16:51,963.90
BGA,MTR,01:13:25,1325.92,BOG,CTG,08:49:28,740.09
LET,EJA,03:38:28,651.24,LET,BOG,16:22:01,633.55
LET,AUC,23:10:38,1257.71,BOG,MTR,08:30:23,725.74
CLO,MDE,01:26:19,390.65,BGA,ADZ,01:02:13,588.03
UIB,EJA,23:28:00,671.19,BOG,CLO,11:26:44,540.77
EJA,PEI,20:37:28,1195.71,BGA,MDE,09:51:16,1087.92
BGA,CLO,01:52:54,966.39,CLO,CLO,05:54:14,515.45
ADZ,CTG,06:52:29,1071.33,UIB,BAQ,14:01:45,508.36
UIB,MTR,21:13:47,513.12,CLO,BOG,03:00:39,1149.77
MTR,SMR,16:25:09,839.60,PEI,CLO,05:49:46,1273.20
LET,UIB,23:39:33,1078.58,CUC,SMR,03:48:14,1334.40
BAQ,MTR,20:33:30,1466.80,PEI,MDE,18:05:43,593.02
CUC,AUC,19:52:17,1371.66,MDE,AUC,08:38:29,478.29
MTR,BOG,15:49:58,1440.10,MDE,MDE,10:38:42,1067.99
LET,EJA,23:35:46,361.49,EJA,PEI,20:19:32,856.17
MTR,CTG,11:38:22,983.43,MDE,EJA,23:41:20,968.37
MDE,CLO,08:58:26,1223.92,PEI,PEI,23:37:25,1007.01
BOG,UIB,12:24:04,829.54,UIB,BGA,19:48:42,1405.03
CLO,SMR,20:45:20,725.30,CUC,BAQ,04:33:25,994.58
AUC,LET,06:10:36,719.54,ADZ,UIB,10:25:17,513.28
PEI,AUC,15:33:07,1320.48,AUC,MDE,11:17:37,803.76
BOG,MDE,21:33:02,606.73,CTG,BAQ,03:21:00,1463.09
BGA,LET,00:36:16,1269.76,BAQ,BGA,09:01:01,825.02
ADZ,SMR,15:41:01,357.31,ADZ,CLO,11:59:01,926.39
CLO,PEI,17:28:16,1494.50,BGA,BOG,00:54:06,651.39
CLO,PEI,06:42:17,1498.23,LET,BOG,06:46:13,1423.46
MTR,MTR,23:01:19,944.89,BOG,BOG,03:08:14,1213.50
EJA,UIB,11:11:05,1176.44,MDE,MTR,17:42:47,536.84
EJA,CLO,08:49:05,1261.47,BAQ,CLO,17:14:11,687.18
BGA,AUC,08:15:43,1224.43,LET,BGA,18:31:51,892.21
